fname,label
clip_ee2b6b402.wav,5
clip_73d2dedbf.wav,3
clip_e739711c2.wav,8
clip_4d1ae1bef.wav,5
clip_5d7e17aaf.wav,8
clip_d412294b8.wav,3
clip_d1a7da7f4.wav,2
clip_f410d3f85.wav,9
clip_19efd04f6.wav,4
clip_4e1dea153.wav,10
clip_5922fe837.wav,8
clip_25e1ba438.wav,9
clip_3710b8502.wav,4
clip_6431394b8.wav,10
clip_d9c0e4542.wav,2
clip_f7a211baf.wav,4
clip_93e19694e.wav,9
clip_34a6913d8.wav,9
clip_154781204.wav,10
clip_cde8ad235.wav,6
clip_23108a31c.wav,3
clip_ebc25ff87.wav,5
clip_48f7a29fd.wav,3
clip_b3d7cf71e.wav,3
clip_5d659c05b.wav,2
clip_e8bb6aa38.wav,10
clip_d03012afe.wav,3
clip_f7fa84a6b.wav,9
clip_411a62994.wav,7
clip_e9fca98bb.wav,8
clip_09ced348f.wav,2
clip_8093b8322.wav,9
clip_6fc4701b4.wav,6
clip_4c2da4001.wav,5
clip_4a6bd7606.wav,0
clip_6699ded01.wav,3
clip_1cf309f18.wav,5
clip_469c37ad8.wav,6
clip_dc9a718ce.wav,10
clip_6f91c9ca2.wav,6
clip_215f5ca12.wav,6
clip_c051df087.wav,1
clip_2720c594f.wav,3
clip_86cbb7270.wav,9
clip_464c90926.wav,10
clip_4ccc06041.wav,6
clip_cdf0b5194.wav,6
clip_667447ef3.wav,9
clip_f7015fcdc.wav,8
clip_78977ec39.wav,9
clip_ab9720152.wav,2
clip_75ebd2ea0.wav,6
clip_8ce370b18.wav,5
clip_b37c4dadd.wav,5
clip_ad1e3a3bb.wav,8
clip_d7cb31853.wav,7
clip_241c8c118.wav,0
clip_fa0280d26.wav,2
clip_2cd342a4a.wav,3
clip_ef7022d36.wav,6
clip_79ac3026a.wav,2
clip_9ba0b04ea.wav,8
clip_86583c29b.wav,0
clip_8a1933898.wav,10
clip_1c4d3be3a.wav,9
clip_cf31e6e1c.wav,0
clip_53dcc7172.wav,9
clip_d186eb69d.wav,0
clip_bda902dbb.wav,5
clip_2b2123131.wav,6
clip_123f94744.wav,2
clip_133a6f2cc.wav,9
clip_b49eb857f.wav,10
clip_503c32e8c.wav,10
clip_20b794309.wav,10
clip_a6ff7f189.wav,1
clip_43bb7bf60.wav,6
clip_71e2817ec.wav,9
clip_d28f96aa6.wav,3
clip_f97b2c6a8.wav,7
clip_62745965f.wav,10
clip_e6d389c9b.wav,8
clip_2bf723e79.wav,7
clip_7ae39d2d8.wav,6
clip_1e17135bb.wav,3
clip_e2894190a.wav,0
clip_6a152f301.wav,1
clip_705ae877b.wav,2
clip_f1975a75c.wav,4
clip_3dbea29bc.wav,3
clip_7d2330804.wav,3
clip_2f5e561e8.wav,6
clip_5997d4768.wav,0
clip_325c1a2cf.wav,10
clip_bce23053b.wav,7
clip_2138b992c.wav,7
clip_598f9b251.wav,7
clip_4a7304461.wav,3
clip_ae2c25e89.wav,9
clip_10fc4d61b.wav,5
clip_6c771542b.wav,4
clip_d66702c7c.wav,4
clip_51e4b22b8.wav,6
clip_e4669a94a.wav,10
clip_3ac1e873d.wav,1
clip_6670678bc.wav,0
clip_f0d66145e.wav,9
clip_966c88002.wav,7
clip_52bca12da.wav,7
clip_d23d7a437.wav,6
clip_764453d57.wav,9
clip_c1ad79695.wav,9
clip_ebf8d463c.wav,6
clip_f62281cf0.wav,10
clip_efc613b2a.wav,5
clip_5c84a07d4.wav,5
clip_5398a869f.wav,9
clip_1a8eefd91.wav,2
clip_6496e8801.wav,9
clip_f7fde05da.wav,5
clip_334dc65a5.wav,5
clip_f803d54d8.wav,4
clip_5c85b274f.wav,6
clip_9c468c3e8.wav,8
clip_60d186641.wav,8
clip_b5314a38c.wav,6
clip_438ec0d47.wav,4
clip_f67bfe454.wav,6
clip_d21cfcaba.wav,2
clip_c9e910554.wav,2
clip_1c2a7538d.wav,9
clip_3e46985fa.wav,7
clip_17d90a8be.wav,6
clip_c763a1869.wav,7
clip_9bac94694.wav,6
clip_e0a2be618.wav,9
clip_1dc99c746.wav,0
clip_69880e105.wav,6
clip_f64fc06b4.wav,7
clip_bd8c20090.wav,5
clip_314a36fc9.wav,4
clip_853c44bb6.wav,6
clip_5b9a6db7e.wav,10
clip_a9a4c058f.wav,5
clip_b12e256d8.wav,2
clip_bd81aa611.wav,5
clip_bab5abba9.wav,8
clip_3ab064abc.wav,6
clip_53b4114dd.wav,6
clip_67b234e88.wav,9
clip_99e0b889f.wav,10
clip_b20f09e1a.wav,9
clip_4f13871eb.wav,1
clip_d9d61c060.wav,9
clip_78b4a3218.wav,1
clip_c41aaa113.wav,9
clip_3314ee87a.wav,10
clip_5946dc7dd.wav,3
clip_120110d74.wav,3
clip_56fbe543c.wav,4
clip_c6e0aa16b.wav,2
clip_556df0d88.wav,9
clip_4ceaa4586.wav,4
clip_977060e5f.wav,7
clip_2b84dd439.wav,5
clip_177091901.wav,9
clip_0b3ab404c.wav,10
clip_1257684c4.wav,2
clip_a3589c87b.wav,2
clip_ae7734a61.wav,7
clip_768806b5f.wav,2
clip_711d631e0.wav,7
clip_699dc5eee.wav,6
clip_16a83dab3.wav,9
clip_a47211e4b.wav,2
clip_753b72a7c.wav,6
clip_f0e2bb90c.wav,2
clip_f10cd7532.wav,9
clip_613c2c6a7.wav,8
clip_d09f5f6a1.wav,10
clip_7338a1fb6.wav,6
clip_f1f853428.wav,10
clip_7276cab21.wav,9
clip_1e58534de.wav,8
clip_d2c29fc4f.wav,4
clip_3fed416f3.wav,5
clip_78a161805.wav,3
clip_92566f527.wav,10
clip_09a631785.wav,9
clip_f365365fe.wav,6
clip_fe47a6445.wav,5
clip_023b92dbf.wav,7
clip_8fe5136c2.wav,7
clip_1a63119e3.wav,5
clip_90ee4030a.wav,7
clip_aa102c432.wav,10
clip_4a153f3a2.wav,6
clip_25eb127b1.wav,8
clip_ef1cc86d4.wav,10
clip_ade9116a4.wav,9
clip_b1fce5ad9.wav,10
clip_3dfb4d611.wav,0
clip_c87559375.wav,1
clip_0471e94a5.wav,0
clip_7f323e721.wav,7
clip_b7142e06f.wav,9
clip_f7d1d7979.wav,5
clip_594d812b6.wav,9
clip_b76836bde.wav,9
clip_d6d3884c9.wav,4
clip_1180858b2.wav,5
clip_3dcfd6314.wav,5
clip_9172ecf56.wav,10
clip_6ce7549d2.wav,3
clip_955d9fabe.wav,4
clip_ed91e68e4.wav,3
clip_8ef7195bc.wav,10
clip_8c9417985.wav,0
clip_823f1db24.wav,6
clip_d975d9ee2.wav,4
clip_351f52788.wav,9
clip_1264b4b56.wav,8
clip_62f10f554.wav,4
clip_c9c2a83d9.wav,0
clip_984374410.wav,2
clip_336d1f4ec.wav,10
clip_5d37279ca.wav,5
clip_0b00e462e.wav,1
clip_48e8382aa.wav,2
clip_bd1a5c6f8.wav,5
clip_0e3e6d9a4.wav,10
clip_6467b120d.wav,9
clip_f660c6ab0.wav,3
clip_c01abe8c9.wav,8
clip_83774768f.wav,3
clip_c2cde6b2d.wav,7
clip_b72255052.wav,7
clip_7b95423d8.wav,4
clip_e2d612f4f.wav,9
clip_01cc240b4.wav,2
clip_1e6d3accf.wav,1
clip_a8f041fba.wav,5
clip_a49115e90.wav,10
clip_41bcea34a.wav,3
clip_2dd8b030d.wav,5
clip_7348d0052.wav,2
clip_b1bdad182.wav,2
clip_b0db4646f.wav,8
clip_a5ba68e52.wav,10
clip_1d6e62f3b.wav,3
clip_9722d1731.wav,8
clip_e0327bfe7.wav,8
clip_2b11addf8.wav,3
clip_a1a248ed3.wav,8
clip_80f047a8b.wav,3
clip_bf9541119.wav,3
clip_9c993ee47.wav,6
clip_43f7fcc2a.wav,8
clip_582c9489e.wav,3
clip_cc7546f24.wav,3
clip_01e07eee0.wav,6
clip_0479ce10c.wav,1
clip_f1e6811e1.wav,8
clip_2bc05b495.wav,2
clip_0c2849c4d.wav,8
clip_76bd7b794.wav,9
clip_4c0b60935.wav,8
clip_6231f8c6b.wav,4
clip_561d5ff1b.wav,7
clip_3314a9e0c.wav,2
clip_ec6353af6.wav,2
clip_1fc5d7f15.wav,4
clip_0962d1dd8.wav,6
clip_a8e3eab7c.wav,4
clip_bc3dd98ad.wav,0
clip_abb93aec1.wav,3
clip_f256aa412.wav,9
clip_eec2f863a.wav,3
clip_783e38a82.wav,9
clip_7486cca91.wav,3
clip_33e8b7b46.wav,0
clip_e234c82d2.wav,8
clip_c80f68a6a.wav,3
clip_6d3f8ed81.wav,6
clip_87e9acdb4.wav,9
clip_a24b540bb.wav,10
clip_02c5292b7.wav,0
clip_e4df5070e.wav,0
clip_76a725a71.wav,4
clip_3635cdfac.wav,3
clip_55c676671.wav,6
clip_b640903e6.wav,10
clip_3d20b6127.wav,4
clip_43864a4b0.wav,3
clip_ab422b03d.wav,2
clip_68657b3b6.wav,0
clip_f7cf40080.wav,10
clip_65a0165d0.wav,4
clip_e4ccf63e3.wav,10
clip_62b6ba196.wav,2
clip_faefc5862.wav,8
clip_de86f9663.wav,8
clip_6a3b01ba0.wav,9
clip_4b42f9928.wav,7
clip_c91c9ff70.wav,4
clip_6e12d1295.wav,9
clip_408ee6c0c.wav,9
clip_701ab64f8.wav,8
clip_38092df9c.wav,6
clip_e07459b48.wav,9
clip_e1c0b280d.wav,2
clip_2c94c8b2c.wav,5
clip_94ba30237.wav,9
clip_6a39ed6bc.wav,8
clip_438b203c6.wav,3
clip_6aa9c649b.wav,6
clip_81e9d7525.wav,9
clip_c693f0fa8.wav,3
clip_aba063709.wav,9
clip_c0dc817c5.wav,8
clip_70ba341b5.wav,9
clip_51bc50159.wav,6
clip_f0a036a69.wav,10
clip_8b3b0e443.wav,6
clip_166c6af4f.wav,7
clip_2e4afbb1e.wav,3
clip_e724e0bf7.wav,5
clip_5df334a0d.wav,2
clip_2a08abbcf.wav,7
clip_239f178ed.wav,9
clip_b9c979c04.wav,9
clip_169303850.wav,0
clip_c3ac8ab57.wav,3
clip_38eda01d6.wav,5
clip_16418e3ea.wav,8
clip_e735bd074.wav,5
clip_f48c87472.wav,8
clip_9240c4cc3.wav,6
clip_909bc9b35.wav,6
clip_f47ca04ed.wav,10
clip_a387bf784.wav,8
clip_6133ff1e6.wav,4
clip_de6772599.wav,1
clip_e5abf9b1c.wav,7
clip_13f9f05f3.wav,3
clip_12138aee0.wav,6
clip_ad783e735.wav,4
clip_8bf786c0c.wav,3
clip_a38d4423d.wav,8
clip_7bc54954e.wav,5
clip_e709661a2.wav,9
clip_d98762de8.wav,6
clip_dbd65b33a.wav,5
clip_0c8bcff89.wav,8
clip_fdedfab98.wav,5
clip_6c18e2bb6.wav,5
clip_055d5cf06.wav,6
clip_5af16d1b6.wav,10
clip_72c0d6449.wav,6
clip_50c3cde5f.wav,8
clip_954580a7d.wav,6
clip_b986673a0.wav,1
clip_b90389794.wav,8
clip_bbef3f07b.wav,5
clip_78ca19dbf.wav,3
clip_72d73f236.wav,2
clip_c87959e17.wav,7
clip_71a507d9a.wav,5
clip_596ae7203.wav,7
clip_e53148c2e.wav,0
clip_e8b53214b.wav,5
clip_aa6ec8ad8.wav,6
clip_c2a398ef5.wav,2
clip_4524f1aad.wav,5
clip_5b46e8990.wav,1
clip_0f2a05e25.wav,1
clip_94b7f81f5.wav,2
clip_8a7ff9e28.wav,4
clip_8e4d38cee.wav,7
clip_bd1d273cf.wav,2
clip_bd0d7aef3.wav,3
clip_aa1466311.wav,6
clip_f02a438e3.wav,5
clip_18c17374d.wav,8
clip_865affec8.wav,1
clip_d1d28391c.wav,6
clip_4e0d907c0.wav,5
clip_d8af1798f.wav,5
clip_a013be09f.wav,5
clip_bc6a8039e.wav,0
clip_7b2a089aa.wav,9
clip_e3dd0c1b1.wav,1
clip_954bd3df4.wav,9
clip_554d08836.wav,0
clip_b3bdc328e.wav,1
clip_5f8ec70a2.wav,7
clip_7ef17da45.wav,8
clip_3bb72e14a.wav,0
clip_6964da5e3.wav,5
clip_f10a89e4d.wav,6
clip_8b67936ce.wav,10
clip_f47b4187e.wav,6
clip_22a6669ed.wav,2
clip_c998ad8f2.wav,9
clip_bd856f709.wav,6
clip_464e366a9.wav,2
clip_edd291451.wav,8
clip_98d6dab5f.wav,0
clip_4c197a430.wav,6
clip_ecb394535.wav,6
clip_905103a10.wav,6
clip_98384321c.wav,9
clip_1472f65e9.wav,9
clip_a51205f99.wav,4
clip_d9274b1e6.wav,2
clip_7bfbff314.wav,9
clip_72f28720b.wav,3
clip_2e84b925d.wav,0
clip_7cd0da33a.wav,9
clip_4f6c4fb35.wav,4
clip_4c88b2de4.wav,5
clip_2cacdf19f.wav,7
clip_a5b9b865d.wav,5
clip_eadadda48.wav,3
clip_be5b44532.wav,4
clip_20ed87ad0.wav,3
clip_9b7699939.wav,5
clip_d7d536711.wav,10
clip_375add2a3.wav,5
clip_401cbf090.wav,9
clip_49a5ed1f5.wav,9
clip_a57c719a9.wav,1
clip_ee1a38f32.wav,6
clip_7e579f1a4.wav,3
clip_a40600210.wav,9
clip_b4aad2253.wav,4
clip_73720fed2.wav,5
clip_030c1395d.wav,5
clip_8e97dd40a.wav,4
clip_4bd67add1.wav,6
clip_af27f5c10.wav,6
clip_9cea55d15.wav,6
clip_852556156.wav,5
clip_acc264cfa.wav,5
clip_f24e33770.wav,4
clip_0ee8732c4.wav,0
clip_48469efa9.wav,3
clip_1f142fa26.wav,2
clip_18a829b5b.wav,10
clip_bd2499200.wav,1
clip_bad92e98a.wav,0
clip_015246536.wav,6
clip_153869b7e.wav,5
clip_e67e238f8.wav,10
clip_74a761db0.wav,6
clip_2ae9f4fbd.wav,2
clip_e59fe4030.wav,0
clip_52c3907c5.wav,4
clip_cc8a0834b.wav,1
clip_89af3e230.wav,8
clip_34dd4c4fa.wav,5
clip_a8da22969.wav,5
clip_a56128f1a.wav,10
clip_928ef5ba1.wav,9
clip_1cfd138fd.wav,9
clip_d3c3a40f8.wav,4
clip_e0ae511dc.wav,0
clip_abc3acbc8.wav,1
clip_3e4ac653a.wav,7
clip_11d271725.wav,2
clip_cc78feb66.wav,7
clip_94148cc71.wav,5
clip_82e80e9f7.wav,3
clip_c4ead03bf.wav,9
clip_7615c7cfa.wav,2
clip_1cbc18fdf.wav,3
clip_8a5f49497.wav,3
clip_57369d8e7.wav,9
clip_608893558.wav,9
clip_4cd01889b.wav,0
clip_02a5f9f73.wav,3
clip_b264f027d.wav,3
clip_93ff5d44f.wav,3
clip_eb57a9f59.wav,10
clip_14860bc3c.wav,3
clip_d230d1d61.wav,9
clip_695f9aec6.wav,6
clip_b8fa43eaa.wav,6
clip_9ac265b6a.wav,2
clip_dd4643dd2.wav,1
clip_a5fa9b02e.wav,6
clip_a0b56a9e4.wav,3
clip_6ca619994.wav,9
clip_10940ba7d.wav,5
clip_9dbff3cf7.wav,9
clip_0cce01402.wav,4
clip_3d1d8de14.wav,4
clip_220949de6.wav,6
clip_1841b39b3.wav,3
clip_b3b180de5.wav,2
clip_608e70815.wav,8
clip_661b1fbbf.wav,4
clip_163cbdc1c.wav,6
clip_072b2e919.wav,2
clip_b3fce9041.wav,8
clip_2b2767061.wav,9
clip_9b6b1d6e7.wav,8
clip_be8549067.wav,6
clip_3eb1f34d5.wav,9
clip_940d74f54.wav,3
clip_f9af074b5.wav,10
clip_2dcdb4848.wav,6
clip_9100b6192.wav,6
clip_fb2368312.wav,6
clip_e3f8cadc1.wav,9
clip_b1186c615.wav,5
clip_7045d5433.wav,6
clip_44b972786.wav,9
clip_01ab85d49.wav,8
clip_1a8c9f2d3.wav,4
clip_ce46df2a4.wav,5
clip_8a691b22f.wav,5
clip_15b792bd1.wav,3
clip_58fc2c219.wav,0
clip_5b8a0c628.wav,1
clip_9ec4bfc99.wav,2
clip_a54965ffa.wav,10
clip_baed749c0.wav,1
clip_0e6593a6a.wav,1
clip_083b2734d.wav,4
clip_821ae7428.wav,1
clip_c9108e309.wav,6
clip_3a78ba01b.wav,8
clip_4ac0bde10.wav,3
clip_1b0aa31f9.wav,6
clip_98f6e4765.wav,8
clip_738b23534.wav,9
clip_f2e3929bf.wav,0
clip_af0d7e6f1.wav,7
clip_c12831472.wav,10
clip_1f57f30cd.wav,9
clip_c6ee6dec1.wav,3
clip_cc2a797b1.wav,8
clip_9ec322133.wav,8
clip_6aeccd87e.wav,8
clip_42165bdcd.wav,7
clip_a2ef24f24.wav,2
